Unnamed: 0,Rating,Jurisdiction,Charges,Days_of_disposal,City,Years_of_Experience,Type_of_Lawyer,Languages,Pro_bono,Lawyer Names,Lawfirms,Demography,Gender
1672,1.0,Specialized Court,382,116.0,['Bangalore'],19,"['Corporate', 'Banking and Finance', 'Immigration']","['Marathi', 'Odia']",yes,Suhana Chaudhuri,['Subramaniam LLC'],Individuals.,Female
1673,3.0,High Court,167,36.0,['Bangalore'],8,"['Real Estate', 'Intellectual Property', 'Civil']","['Assamese', 'Kannada']",yes,Suhana Chopra,['Sheth-Kalita'],Small Businesses.,Female
1674,,Supreme Court,443,90.0,['Bangalore'],18,"['Media and Entertainment', 'Labor', 'Environmental']","['Kannada', 'Marathi', 'Odia']",yes,Suhana Dewan,['Sarin PLC'],Large Corporations.,Female
1675,4.0,Specialized Court,240,101.0,['Kolkata'],23,"['Family', 'Tax', 'Medical']","['Punjabi', 'Bengali', 'Tamil']",yes,Suhana Ghosh,"['Savant', 'Khatri', 'Ganguly']",Individuals.,Female
1676,2.0,High Court,394,100.0,['Hyderabad'],29,"['Medical', 'Criminal', 'Medical']","['Bengali', 'Tamil', 'Urdu']",yes,Suhana Goyal,['Wagle-Babu'],Individuals.,Female
1677,5.0,Specialized Court,204,77.0,['Kolkata'],19,"['Human Rights', 'Family', 'Constitutional']","['Odia', 'Urdu', 'Malayalam']",yes,Suhana Kohli,['Ray-Sule'],Large Corporations.,Female
1678,3.0,District Court,137,94.0,['Hyderabad'],28,"['Labor', 'Constitutional', 'Corporate']","['Bengali', 'Urdu', 'Malayalam']",yes,Suhana Sachdev,"['Walla', 'Sons']",Individuals.,Female
1679,3.0,Supreme Court,196,84.0,['Mumbai'],21,"['Criminal', 'Human Rights', 'Tax']","['Assamese', 'Telugu', 'Odia']",yes,Suhana Saini,['Sathe-Krishnamurthy'],Large Corporations.,Female
1680,2.0,Specialized Court,372,88.0,['Kolkata'],28,"['Human Rights', 'Civil', 'Civil']","['Kannada', 'Urdu', 'Malayalam']",yes,Sumer Dave,"['Wadhwa', 'Sons']",Small Businesses.,Male
1681,1.0,High Court,67,115.0,['Delhi'],6,"['Family', 'Tax', 'Family']","['Assamese', 'Marathi', 'Malayalam']",no,Sumer Gandhi,"['Singhal', 'Tank', 'Kale']",Large Corporations.,Male
1682,1.0,High Court,288,73.0,['Bangalore'],17,"['Intellectual Property', 'Environmental', 'Banking and Finance']","['Bengali', 'Hindi']",yes,Sumer Gara,['Bhasin-Kashyap'],Individuals.,Male
1683,5.0,District Court,100,120.0,['Hyderabad'],6,"['Banking and Finance', 'Medical', 'Media and Entertainment']","['Telugu', 'Kannada', 'Odia']",yes,Sumer Goel,"['R', 'hawa Inc']",Large Corporations.,Male
1684,2.0,High Court,168,106.0,['Kolkata'],13,"['Tax', 'Civil', 'Civil']","['Telugu', 'Gujarati']",no,Sumer Gokhale,['Garde Inc'],Individuals.,Male
1685,5.0,High Court,358,102.0,['Delhi'],14,"['Criminal', 'Labor', 'Immigration']","['Kannada', 'Malayalam', 'Punjabi']",no,Sumer Halder,['Sabharwal-Mani'],Individuals.,Male
1686,1.0,Specialized Court,307,60.0,['Mumbai'],27,"['Civil', 'Consumer Protection', 'Environmental']","['Telugu', 'Bengali']",yes,Sumer Kanda,['Bedi-Sani'],Large Corporations.,Male
1687,5.0,Specialized Court,107,106.0,['Bangalore'],14,"['Corporate', 'Criminal', 'Tax']","['Assamese', 'Marathi', 'Hindi']",yes,Sumer Kaur,['Malhotra Group'],Individuals.,Male
1688,5.0,Supreme Court,142,60.0,['Chennai'],5,"['Corporate', 'Constitutional', 'Constitutional']","['Telugu', 'Marathi', 'Punjabi']",no,Sumer Ramachandran,['Kannan Ltd'],Individuals.,Male
1689,2.0,District Court,238,106.0,['Kolkata'],14,"['Environmental', 'Intellectual Property', 'Real Estate']","['Punjabi', 'Telugu', 'Assamese']",no,Sumer Sura,"['Kaur', 'Venkatesh', 'Sehgal']",Small Businesses.,Male
1690,3.0,Specialized Court,344,109.0,['Hyderabad'],2,"['Tax', 'Medical', 'Media and Entertainment']","['Punjabi', 'Hindi', 'Odia']",yes,Sumer Viswanathan,['Grover-Chadha'],Small Businesses.,Male
1691,4.0,Supreme Court,341,73.0,['Kolkata'],4,"['Labor', 'Environmental', 'Corporate']","['Marathi', 'Hindi', 'Urdu']",no,Sumer Wable,['Varma-Sahota'],Small Businesses.,Male
1692,2.0,District Court,428,122.0,['Mumbai'],25,"['Intellectual Property', 'Medical', 'Immigration']","['Assamese', 'Hindi', 'Odia']",yes,Sumer Wadhwa,"['M', 'er-Gole']",Large Corporations.,Male
1693,,District Court,269,90.0,['Kolkata'],1,"['Labor', 'Real Estate', 'Labor']","['Kannada', 'Hindi']",no,Sumer Wali,"['Chaudhuri', 'Sons']",Small Businesses.,Male
1694,5.0,Specialized Court,352,80.0,['Hyderabad'],9,"['Constitutional', 'Intellectual Property', 'Consumer Protection']","['Bengali', 'Urdu', 'Malayalam']",yes,Taimur Gour,"['Khosla', 'Bhargava', 'Ramach', 'ran']",Large Corporations.,Male
1695,5.0,Supreme Court,90,100.0,['Delhi'],5,"['Criminal', 'Medical', 'Environmental']","['Assamese', 'Urdu', 'Malayalam']",no,Taimur Krish,"['Bakshi', 'Dewan', 'Kamdar']",Large Corporations.,Male
1696,1.0,Supreme Court,384,82.0,['Chennai'],5,"['Tax', 'Civil', 'Tax']","['Kannada', 'Assamese', 'Odia']",yes,Taimur Lalla,"['Dyal', 'Wason', 'Borra']",Large Corporations.,Male
1697,1.0,High Court,339,92.0,['Bangalore'],5,"['Corporate', 'Media and Entertainment', 'Labor']","['Punjabi', 'Hindi', 'Urdu']",no,Taimur Shah,"['Kapoor', 'Keer', 'Ramach', 'ran']",Individuals.,Male
1698,1.0,Supreme Court,269,120.0,['Kolkata'],17,"['Human Rights', 'Immigration', 'Labor']","['Bengali', 'Marathi', 'Malayalam']",yes,Tanya Banik,"['Bhardwaj', 'Varma', 'Khatri']",Small Businesses.,Female
1699,,Specialized Court,173,90.0,['Chennai'],5,"['Civil', 'Medical', 'Real Estate']","['Punjabi', 'Malayalam']",no,Tanya Bera,['Kala-Ratti'],Large Corporations.,Female
1700,5.0,District Court,299,88.0,['Mumbai'],19,"['Labor', 'Consumer Protection', 'Constitutional']","['Bengali', 'Assamese', 'Marathi']",no,Tanya Bhargava,"['Zachariah', 'Sons']",Large Corporations.,Female
1701,1.0,District Court,405,77.0,['Delhi'],16,"['Consumer Protection', 'Consumer Protection', 'Corporate']","['Kannada', 'Hindi', 'Urdu']",yes,Tanya Jayaraman,['Sawhney-Shanker'],Individuals.,Female
1702,2.0,Specialized Court,120,82.0,['Bangalore'],20,"['Criminal', 'Criminal', 'Corporate']","['Punjabi', 'Odia', 'Malayalam']",no,Tanya Mander,"['Kuruvilla', 'Reddy', 'Tailor']",Small Businesses.,Female
1703,,Specialized Court,329,90.0,['Delhi'],22,"['Intellectual Property', 'Family', 'Civil']","['Kannada', 'Punjabi', 'Malayalam']",no,Tanya Mann,['Swaminathan Group'],Large Corporations.,Female
1704,5.0,District Court,224,78.0,['Delhi'],3,"['Labor', 'Tax', 'Immigration']","['Assamese', 'Gujarati', 'Tamil']",no,Tanya Ravel,"['Toor', 'Kara', 'Agate']",Small Businesses.,Female
1705,4.0,Specialized Court,264,81.0,['Mumbai'],27,"['Constitutional', 'Real Estate', 'Intellectual Property']","['Bengali', 'Marathi']",no,Tanya Seshadri,['Srinivas-Behl'],Large Corporations.,Female
1706,2.0,High Court,462,90.0,['Chennai'],1,"['Consumer Protection', 'Consumer Protection', 'Immigration']","['Marathi', 'Malayalam']",no,Tanya Sood,['Sundaram-Mani'],Large Corporations.,Female
1707,1.0,District Court,164,86.0,['Mumbai'],25,"['Labor', 'Real Estate', 'Real Estate']","['Assamese', 'Gujarati', 'Hindi']",no,Tara Agarwal,"['Singhal', 'Setty', 'Wagle']",Individuals.,Female
1708,1.0,High Court,243,97.0,['Delhi'],18,"['Constitutional', 'Family', 'Labor']","['Assamese', 'Kannada', 'Urdu']",yes,Tara Bains,[],Large Corporations.,Female
1709,5.0,Specialized Court,288,74.0,['Kolkata'],8,"['Medical', 'Real Estate', 'Criminal']","['Bengali', 'Tamil']",no,Tara Bath,"['Jaggi', 'Dhar', 'Rajan']",Large Corporations.,Female
1710,4.0,Specialized Court,191,69.0,['Mumbai'],28,"['Constitutional', 'Civil', 'Civil']","['Marathi', 'Gujarati', 'Urdu']",no,Tara Dara,['Saini PLC'],Large Corporations.,Female
1711,5.0,District Court,350,92.0,['Chennai'],1,"['Medical', 'Environmental', 'Medical']","['Assamese', 'Malayalam']",yes,Tara Ganesh,"['Chaudhary', 'Venkataraman', 'Lala']",Individuals.,Female
1712,4.0,District Court,440,109.0,['Bangalore'],12,"['Human Rights', 'Consumer Protection', 'Constitutional']","['Telugu', 'Hindi', 'Malayalam']",no,Tara Kaul,['Sani Ltd'],Individuals.,Female
1713,,Specialized Court,145,90.0,['Kolkata'],28,"['Real Estate', 'Environmental', 'Civil']","['Punjabi', 'Hindi']",no,Tara Lal,"['Ben', 'Sons']",Small Businesses.,Female
1714,1.0,District Court,452,95.0,['Mumbai'],15,"['Civil', 'Medical', 'Consumer Protection']","['Marathi', 'Odia', 'Malayalam']",yes,Tara Loke,"['Bakshi', 'Lata', 'Bassi']",Large Corporations.,Female
1715,1.0,Specialized Court,451,92.0,['Chennai'],15,"['Real Estate', 'Civil', 'Medical']","['Assamese', 'Kannada']",yes,Tara Mander,['Choudhury Group'],Individuals.,Female
1716,3.0,Specialized Court,417,141.0,['Delhi'],5,"['Environmental', 'Immigration', 'Labor']","['Bengali', 'Assamese', 'Gujarati']",yes,Tara Mani,['Kadakia-Sidhu'],Individuals.,Female
1717,3.0,Supreme Court,192,103.0,['Bangalore'],28,"['Constitutional', 'Consumer Protection', 'Criminal']","['Assamese', 'Gujarati', 'Tamil']",yes,Tara Sood,"['Chakrabarti', 'Kaur', 'Brar']",Small Businesses.,Female
1718,3.0,Supreme Court,120,81.0,['Hyderabad'],19,"['Banking and Finance', 'Tax', 'Media and Entertainment']","['Assamese', 'Gujarati', 'Odia']",yes,Tara Suri,"['Goel', 'Sons']",Individuals.,Female
1719,1.0,Specialized Court,396,84.0,['Chennai'],17,"['Civil', 'Consumer Protection', 'Human Rights']","['Assamese', 'Gujarati', 'Marathi']",no,Taran Bajwa,"['Bala', 'Kamdar', 'Kade']",Large Corporations.,Male
1720,3.0,District Court,275,87.0,['Chennai'],18,"['Environmental', 'Criminal', 'Civil']","['Kannada', 'Gujarati', 'Malayalam']",no,Taran Baral,"['Gour', 'Shroff', 'Kar']",Small Businesses.,Male
1721,5.0,High Court,249,79.0,['Delhi'],2,"['Real Estate', 'Civil', 'Environmental']","['Punjabi', 'Kannada', 'Gujarati']",yes,Taran Dutt,"['Ch', 'a', 'Divan', 'Sharaf']",Small Businesses.,Male
1722,,High Court,409,90.0,['Delhi'],22,"['Environmental', 'Medical', 'Medical']","['Bengali', 'Marathi', 'Hindi']",no,Taran Johal,"['Kant', 'Garde', 'Bora']",Individuals.,Male
1723,1.0,High Court,113,83.0,['Mumbai'],6,"['Real Estate', 'Human Rights', 'Environmental']","['Bengali', 'Marathi', 'Odia']",yes,Taran Kaul,['Keer Inc'],Small Businesses.,Male
1724,3.0,Specialized Court,387,89.0,['Hyderabad'],2,"['Civil', 'Criminal', 'Tax']","['Assamese', 'Gujarati', 'Hindi']",yes,Taran Luthra,"['Srivastava', 'Sharaf', 'Basu']",Large Corporations.,Male
1725,2.0,District Court,63,101.0,['Mumbai'],12,"['Banking and Finance', 'Labor', 'Environmental']","['Telugu', 'Odia', 'Urdu']",no,Taran Zacharia,['Bhat-Ramaswamy'],Large Corporations.,Male
1726,5.0,District Court,453,96.0,['Delhi'],24,"['Environmental', 'Media and Entertainment', 'Constitutional']","['Kannada', 'Hindi', 'Odia']",no,Tarini Balay,"['Kakar', 'Sons']",Individuals.,Female
1727,4.0,High Court,456,82.0,['Bangalore'],21,"['Tax', 'Human Rights', 'Media and Entertainment']","['Telugu', 'Urdu', 'Tamil']",no,Tarini Bora,"['Ramesh', 'Mane', 'Ganesh']",Small Businesses.,Female
1728,3.0,Specialized Court,203,66.0,['Kolkata'],27,"['Criminal', 'Corporate', 'Banking and Finance']","['Punjabi', 'Kannada']",no,Tarini Chana,['Bhavsar-Yadav'],Individuals.,Female
1729,2.0,District Court,144,79.0,['Chennai'],16,"['Intellectual Property', 'Intellectual Property', 'Tax']","['Gujarati', 'Urdu', 'Malayalam']",yes,Tarini Dugar,['Dugar PLC'],Small Businesses.,Female
1730,5.0,District Court,476,71.0,['Hyderabad'],22,"['Medical', 'Human Rights', 'Intellectual Property']","['Punjabi', 'Gujarati', 'Odia']",yes,Tarini Gera,['Bhakta-Dash'],Large Corporations.,Female
1731,3.0,District Court,50,102.0,['Chennai'],17,"['Human Rights', 'Family', 'Intellectual Property']","['Telugu', 'Bengali', 'Tamil']",no,Tarini Grover,"['Johal', 'Sahni', 'Raman']",Individuals.,Female
1732,2.0,Specialized Court,203,79.0,['Kolkata'],16,"['Intellectual Property', 'Immigration', 'Banking and Finance']","['Punjabi', 'Assamese']",no,Tarini Upadhyay,['Gokhale Ltd'],Large Corporations.,Female
1733,5.0,High Court,287,68.0,['Chennai'],5,"['Intellectual Property', 'Intellectual Property', 'Civil']","['Assamese', 'Tamil']",yes,Tarini Yohannan,['Raja-Banik'],Individuals.,Female
1734,1.0,District Court,117,101.0,['Bangalore'],25,"['Consumer Protection', 'Human Rights', 'Real Estate']","['Telugu', 'Gujarati', 'Hindi']",yes,Tejas Banerjee,['Vyas Ltd'],Large Corporations.,Male
1735,4.0,Specialized Court,210,77.0,['Mumbai'],21,"['Civil', 'Consumer Protection', 'Banking and Finance']","['Telugu', 'Odia', 'Tamil']",yes,Tejas Bath,['Barad-Sastry'],Individuals.,Male
1736,5.0,Specialized Court,483,66.0,['Chennai'],11,"['Banking and Finance', 'Medical', 'Family']","['Gujarati', 'Tamil']",yes,Tejas Chander,['Venkatesh-Kar'],Small Businesses.,Male
1737,,High Court,273,90.0,['Mumbai'],11,"['Medical', 'Real Estate', 'Labor']","['Hindi', 'Urdu']",no,Tejas Dhar,['Buch LLC'],Large Corporations.,Male
1738,2.0,Supreme Court,247,107.0,['Delhi'],17,"['Corporate', 'Intellectual Property', 'Medical']","['Telugu', 'Odia', 'Malayalam']",no,Tejas Gaba,"['Chaudhari-G', 'hi']",Large Corporations.,Male
1739,2.0,High Court,51,100.0,['Kolkata'],9,"['Medical', 'Environmental', 'Consumer Protection']","['Telugu', 'Hindi', 'Odia']",no,Tejas Ganesan,"['Varkey', 'Sons']",Large Corporations.,Male
1740,5.0,Supreme Court,453,98.0,['Hyderabad'],10,"['Medical', 'Real Estate', 'Intellectual Property']","['Gujarati', 'Marathi', 'Malayalam']",no,Tejas Krishnan,['Dey-Bora'],Large Corporations.,Male
1741,,Supreme Court,208,90.0,['Mumbai'],27,"['Environmental', 'Human Rights', 'Criminal']","['Gujarati', 'Odia', 'Urdu']",no,Tejas Madan,['Dani Inc'],Large Corporations.,Male
1742,4.0,High Court,98,70.0,['Delhi'],15,"['Criminal', 'Real Estate', 'Criminal']","['Assamese', 'Odia', 'Urdu']",yes,Tejas Subramanian,"['Mahajan', 'Ravel', 'Kibe']",Large Corporations.,Male
1743,1.0,District Court,114,102.0,['Mumbai'],22,"['Constitutional', 'Family', 'Corporate']","['Odia', 'Tamil']",no,Tiya Banik,['Bhatia-Dutt'],Individuals.,Female
1744,1.0,District Court,295,96.0,['Delhi'],1,"['Family', 'Intellectual Property', 'Environmental']","['Telugu', 'Bengali', 'Assamese']",yes,Tiya Bassi,"['M', 'a-Malhotra']",Individuals.,Female
1745,3.0,Specialized Court,378,60.0,['Chennai'],13,"['Media and Entertainment', 'Civil', 'Human Rights']","['Punjabi', 'Bengali', 'Hindi']",yes,Tiya Bhargava,"['Issac', 'Gara', 'Venkatesh']",Large Corporations.,Female
1746,2.0,High Court,330,91.0,['Delhi'],17,"['Consumer Protection', 'Civil', 'Human Rights']","['Marathi', 'Odia']",yes,Tiya Cherian,"['Thakur', 'Deshp', 'e', 'Lal']",Small Businesses.,Female
1747,2.0,Specialized Court,216,84.0,['Chennai'],23,"['Immigration', 'Environmental', 'Criminal']","['Telugu', 'Bengali', 'Tamil']",yes,Tiya Doshi,['Saran-Kar'],Large Corporations.,Female
1748,5.0,High Court,387,111.0,['Kolkata'],22,"['Medical', 'Corporate', 'Corporate']","['Kannada', 'Gujarati', 'Odia']",no,Tiya Mander,['Sarna Group'],Individuals.,Female
1749,1.0,Supreme Court,187,101.0,['Kolkata'],23,"['Real Estate', 'Criminal', 'Human Rights']","['Bengali', 'Odia', 'Urdu']",no,Trisha Barad,"['Subramaniam', 'Chowdhury', 'Rajagopalan']",Large Corporations.,Female
1750,2.0,High Court,282,92.0,['Chennai'],13,"['Medical', 'Immigration', 'Family']","['Kannada', 'Hindi', 'Tamil']",yes,Trisha Bera,['Wali Ltd'],Individuals.,Female
1751,1.0,Specialized Court,246,91.0,['Delhi'],1,"['Intellectual Property', 'Intellectual Property', 'Civil']","['Kannada', 'Hindi', 'Tamil']",no,Trisha Bhavsar,"['Lall', 'Bath', 'Vora']",Small Businesses.,Female
1752,3.0,Specialized Court,301,90.0,['Hyderabad'],7,"['Immigration', 'Real Estate', 'Civil']","['Telugu', 'Marathi', 'Malayalam']",yes,Trisha Bora,"['Maharaj', 'Singhal', 'Saxena']",Large Corporations.,Female
1753,4.0,High Court,454,77.0,['Kolkata'],26,"['Intellectual Property', 'Consumer Protection', 'Criminal']","['Kannada', 'Gujarati', 'Marathi']",yes,Trisha Ganesh,"['Rajan', 'Rajagopal', 'Kamdar']",Large Corporations.,Female
1754,2.0,District Court,272,100.0,['Hyderabad'],8,"['Family', 'Labor', 'Corporate']","['Kannada', 'Tamil']",no,Trisha Loyal,['Vasa Inc'],Individuals.,Female
1755,5.0,High Court,92,88.0,['Hyderabad'],7,"['Corporate', 'Constitutional', 'Consumer Protection']","['Assamese', 'Marathi']",no,Trisha Ramaswamy,['Ramesh-Atwal'],Small Businesses.,Female
1756,4.0,Supreme Court,85,100.0,['Delhi'],12,"['Labor', 'Corporate', 'Human Rights']","['Marathi', 'Urdu', 'Hindi']",yes,Trisha Raval,['Dash-Babu'],Large Corporations.,Female
1757,4.0,Specialized Court,457,86.0,['Chennai'],13,"['Criminal', 'Consumer Protection', 'Criminal']","['Assamese', 'Kannada', 'Malayalam']",yes,Trisha Sundaram,['Sule-Sharma'],Individuals.,Female
1758,5.0,High Court,436,92.0,['Mumbai'],9,"['Environmental', 'Environmental', 'Civil']","['Telugu', 'Gujarati', 'Tamil']",no,Trisha Tella,"['Ahuja', 'Chaudhari', 'Singhal']",Individuals.,Female
1759,2.0,Supreme Court,455,95.0,['Bangalore'],19,"['Media and Entertainment', 'Tax', 'Human Rights']","['Odia', 'Tamil', 'Malayalam']",no,Tushar Bhakta,"['Agrawal', 'Sangha', 'Shan']",Large Corporations.,Male
1760,,High Court,67,90.0,['Chennai'],23,"['Corporate', 'Tax', 'Criminal']","['Kannada', 'Assamese', 'Malayalam']",no,Tushar Bumb,['Sabharwal-Rajan'],Large Corporations.,Male
1761,,District Court,316,90.0,['Hyderabad'],1,"['Media and Entertainment', 'Constitutional', 'Immigration']","['Assamese', 'Bengali', 'Telugu']",yes,Tushar Dasgupta,"['Chad', 'Magar', 'Choudhry']",Large Corporations.,Male
1762,4.0,Specialized Court,144,96.0,['Hyderabad'],18,"['Intellectual Property', 'Consumer Protection', 'Intellectual Property']","['Kannada', 'Gujarati', 'Hindi']",no,Tushar Dubey,['Aggarwal-Srinivas'],Large Corporations.,Male
1763,,Supreme Court,105,90.0,['Hyderabad'],8,"['Constitutional', 'Constitutional', 'Tax']","['Telugu', 'Gujarati', 'Malayalam']",no,Tushar Dugar,['Dasgupta-Mangat'],Large Corporations.,Male
1764,2.0,Supreme Court,73,104.0,['Mumbai'],22,"['Constitutional', 'Tax', 'Tax']","['Bengali', 'Odia', 'Urdu']",yes,Tushar Kurian,['Ramesh PLC'],Small Businesses.,Male
1765,4.0,Supreme Court,257,102.0,['Bangalore'],19,"['Consumer Protection', 'Constitutional', 'Constitutional']","['Punjabi', 'Hindi', 'Urdu']",yes,Tushar Lata,"['Lalla', 'Keer', 'Biswas']",Small Businesses.,Male
1766,4.0,High Court,259,73.0,['Delhi'],28,"['Labor', 'Immigration', 'Human Rights']","['Telugu', 'Punjabi']",yes,Tushar Rattan,['Chaudhry Group'],Large Corporations.,Male
1767,,Supreme Court,342,90.0,['Chennai'],9,"['Tax', 'Banking and Finance', 'Tax']","['Gujarati', 'Marathi', 'Urdu']",no,Tushar Savant,['Soni Group'],Individuals.,Male
1768,3.0,Supreme Court,266,94.0,['Mumbai'],12,"['Human Rights', 'Human Rights', 'Real Estate']","['Bengali', 'Marathi', 'Hindi']",yes,Tushar Setty,['Kibe-Karnik'],Small Businesses.,Male
1769,2.0,Supreme Court,154,110.0,['Kolkata'],10,"['Consumer Protection', 'Civil', 'Banking and Finance']","['Kannada', 'Assamese', 'Marathi']",no,Tushar Thakkar,['Balay-Sangha'],Large Corporations.,Male
1770,2.0,Specialized Court,330,108.0,['Kolkata'],1,"['Banking and Finance', 'Media and Entertainment', 'Medical']","['Telugu', 'Urdu', 'Tamil']",no,Umang Batra,['Atwal-Tak'],Individuals.,Male
1771,4.0,High Court,236,76.0,['Chennai'],11,"['Civil', 'Labor', 'Human Rights']","['Telugu', 'Bengali', 'Tamil']",no,Umang Ben,"['Rastogi', 'Agate', 'Bobal']",Individuals.,Male
1772,,Supreme Court,172,90.0,['Bangalore'],26,"['Real Estate', 'Criminal', 'Immigration']","['Assamese', 'Bengali', 'Kannada']",no,Umang Char,"['Bajaj', 'Sons']",Small Businesses.,Male
1773,5.0,Specialized Court,116,106.0,['Mumbai'],23,"['Consumer Protection', 'Banking and Finance', 'Media and Entertainment']","['Telugu', 'Punjabi']",no,Umang Dhar,"['Dugar', 'Shukla', 'Sule']",Individuals.,Male
1774,,District Court,55,90.0,['Delhi'],18,"['Human Rights', 'Corporate', 'Constitutional']","['Hindi', 'Tamil', 'Malayalam']",no,Umang Jhaveri,"['Grover', 'Sons']",Individuals.,Male
1775,2.0,District Court,498,78.0,['Delhi'],19,"['Civil', 'Constitutional', 'Banking and Finance']","['Kannada', 'Hindi']",no,Umang Keer,"['Bh', 'ari', 'Sons']",Individuals.,Male
1776,4.0,Specialized Court,374,94.0,['Mumbai'],9,"['Immigration', 'Real Estate', 'Criminal']","['Odia', 'Malayalam']",yes,Umang Kulkarni,['Samra-Bhagat'],Small Businesses.,Male
1777,2.0,Supreme Court,485,79.0,['Bangalore'],15,"['Constitutional', 'Intellectual Property', 'Human Rights']","['Gujarati', 'Odia', 'Malayalam']",yes,Umang Mand,['Dixit-Ramesh'],Small Businesses.,Male
1778,,Supreme Court,339,90.0,['Hyderabad'],26,"['Environmental', 'Civil', 'Intellectual Property']","['Punjabi', 'Odia', 'Urdu']",no,Umang Saxena,['Tank Group'],Large Corporations.,Male
1779,5.0,Specialized Court,311,83.0,['Hyderabad'],8,"['Human Rights', 'Real Estate', 'Banking and Finance']","['Bengali', 'Gujarati', 'Tamil']",yes,Umang Singh,['Apte-Sanghvi'],Large Corporations.,Male
1780,4.0,Specialized Court,333,102.0,['Mumbai'],6,"['Media and Entertainment', 'Family', 'Labor']","['Gujarati', 'Odia']",no,Umang Viswanathan,['Swaminathan-Sodhi'],Large Corporations.,Male
1781,3.0,High Court,144,97.0,['Mumbai'],29,"['Criminal', 'Real Estate', 'Intellectual Property']","['Telugu', 'Gujarati', 'Urdu']",no,Urvi Amble,['Dixit Ltd'],Large Corporations.,Female
