,Lawyer Names,0,1,2,3,4,5,6,7,8,First_Name,Gender
1551,Samar Bail,"Samar Bail has 20 years of experience in Real Estate Law, Intellectual Property Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 110.98259310233931 USD per hour,He takes 111.2918352119676 Avg Days for Disposal,"He speaks: Tamil, Bengali and Kannada","He practices at Mandal, Kade and Guha, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Samar,Male
1552,Samar Chaudhari,"Samar Chaudhari has 7 years of experience in Intellectual Property Law, Tax Law, and Real Estate Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 494.19503866585245 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Odia, Assamese and Tamil","He practices at Cheema Group, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Samar,Male
1553,Samar Chandran,"Samar Chandran has 18 years of experience in Criminal Law, Intellectual Property Law, and Banking and Finance Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 441.8587275521509 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Bengali and Punjabi","He practices at Dugal Group, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Samar,Male
1554,Samar Kothari,"Samar Kothari has 24 years of experience in Intellectual Property Law, Banking and Finance Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 353.80844862998885 USD per hour,He takes 90.0269230931716 Avg Days for Disposal,"He speaks: Marathi, Kannada and Marathi","He practices at Bakshi, Atwal and Venkataraman, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Samar,Male
1555,Samar Bhatnagar,"Samar Bhatnagar has 2 years of experience in Media and Entertainment Law, Constitutional Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 267.090620717628 USD per hour,He takes 101.16879597709695 Avg Days for Disposal,"He speaks: Punjabi, Odia and Assamese","He practices at Sura, Chowdhury and Shere, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Samar,Male
1556,Samar Roy,"Samar Roy has 8 years of experience in Human Rights Law, Consumer Protection Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 395.6402202883999 USD per hour,He takes 85.94598593454167 Avg Days for Disposal,"He speaks: Malayalam, Kannada and Gujarati","He practices at Divan, Biswas and Bahl, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Samar,Male
1557,Samar Kurian,"Samar Kurian has 28 years of experience in Tax Law, Human Rights Law, and Criminal Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 154.1069209400677 USD per hour,He takes 98.55730996295361 Avg Days for Disposal,"He speaks: Kannada, Malayalam and Telugu","He practices at Wason LLC, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Samar,Male
1558,Samar Lanka,"Samar Lanka has 15 years of experience in Constitutional Law, Consumer Protection Law, and Criminal Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 297.3300354977157 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Assamese, Gujarati and Assamese","He practices at Tara, Banik and Kakar, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Samar,Male
1559,Samar Sarin,"Samar Sarin has 4 years of experience in Immigration Law, Real Estate Law, and Labor Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 187.3465385579866 USD per hour,He takes 94.03218534618232 Avg Days for Disposal,"He speaks: Assamese, Gujarati and Hindi","He practices at Badal-Borra, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Samar,Male
1560,Samar Garg,"Samar Garg has 20 years of experience in Constitutional Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 443.0261560591487 USD per hour,He takes 92.23170952210958 Avg Days for Disposal,"He speaks: Punjabi, Assamese and Assamese","He practices at Sidhu, Khanna and Khanna, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Individuals.,Samar,Male
1561,Sana Chauhan,"Sana Chauhan has 23 years of experience in Criminal Law, Real Estate Law, and Real Estate Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 220.25641175719113 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Kannada, Punjabi and Malayalam","He practices at Wali Group, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Sana,Male
1562,Sana De,"Sana De has 22 years of experience in Criminal Law, Constitutional Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 215.46882865739443 USD per hour,He takes 112.2561586530556 Avg Days for Disposal,"He speaks: Hindi, Odia and Hindi","He practices at Bassi, Kar and Gour, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Sana,Male
1563,Sana Thaker,"Sana Thaker has 11 years of experience in Corporate Law, Constitutional Law, and Constitutional Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 211.70254573210426 USD per hour,He takes 60.22968087831135 Avg Days for Disposal,"He speaks: Telugu, Telugu and Telugu","He practices at Sule Group, and is based in Kolkata",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Sana,Male
1564,Sana Varughese,"Sana Varughese has 26 years of experience in Civil Law, Labor Law, and Labor Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 331.2246966835244 USD per hour,He takes 90.62843881731415 Avg Days for Disposal,"He speaks: Malayalam, Punjabi and Urdu","He practices at Bassi-Saraf, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Large Corporations.,Sana,Male
1565,Sana Iyengar,"Sana Iyengar has 1 years of experience in Intellectual Property Law, Labor Law, and Corporate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 421.3887810903421 USD per hour,He takes 81.08244456076488 Avg Days for Disposal,"He speaks: Odia, Bengali and Marathi","He practices at Mann PLC, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Individuals.,Sana,Male
1566,Sana Sachdev,"Sana Sachdev has 12 years of experience in Real Estate Law, Media and Entertainment Law, and Tax Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 192.764847402365 USD per hour,He takes 86.0525809191026 Avg Days for Disposal,"He speaks: Tamil, Gujarati and Tamil","He practices at Ramachandran, Ravel and Bala, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Sana,Male
1567,Sana Din,"Sana Din has 22 years of experience in Constitutional Law, Tax Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 121.34127132496559 USD per hour,He takes 77.42735276502702 Avg Days for Disposal,"He speaks: Bengali, Tamil and Marathi","He practices at Desai Inc, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.,Sana,Male
1568,Aarna Savant,"Aarna Savant has 18 years of experience in Family Law, Banking and Finance Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 268.8822659912802 USD per hour,He takes 108.16011828813296 Avg Days for Disposal,"He speaks: Gujarati, Punjabi and Malayalam","He practices at Char-Bala, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Aarna,Female
1569,Aarna Iyer,"Aarna Iyer has 18 years of experience in Criminal Law, Intellectual Property Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 69.73108362348346 USD per hour,He takes 129.10288744724653 Avg Days for Disposal,"He speaks: Urdu, Urdu and Malayalam","He practices at Rout and Sons, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.,Aarna,Female
1570,Aarna Deo,"Aarna Deo has 1 years of experience in Corporate Law, Corporate Law, and Human Rights Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 140.06939506221508 USD per hour,He takes 107.90379803214392 Avg Days for Disposal,"He speaks: Gujarati, Marathi and Odia","He practices at Brahmbhatt, Kant and Hari, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Aarna,Female
1571,Aarna Dhar,"Aarna Dhar has 1 years of experience in Criminal Law, Banking and Finance Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 252.94392619175468 USD per hour,He takes 88.93744728125864 Avg Days for Disposal,"He speaks: Bengali, Tamil and Assamese","He practices at Rout, Raval and Bawa, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Aarna,Female
1572,Aarna Balan,"Aarna Balan has 19 years of experience in Environmental Law, Constitutional Law, and Civil Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 384.03961049017596 USD per hour,He takes 106.82533713581878 Avg Days for Disposal,"He speaks: Hindi, Malayalam and Telugu","He practices at Bail-Lanka, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Aarna,Female
1573,Aarna Doctor,"Aarna Doctor has 6 years of experience in Immigration Law, Intellectual Property Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 72.17314411224716 USD per hour,He takes 105.96256053511566 Avg Days for Disposal,"He speaks: Marathi, Malayalam and Punjabi","He practices at Chadha, Chandran and Bobal, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Aarna,Female
1574,Aarna Rajagopal,"Aarna Rajagopal has 14 years of experience in Environmental Law, Criminal Law, and Banking and Finance Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 291.28652567699186 USD per hour,He takes 90.94848219769652 Avg Days for Disposal,"He speaks: Marathi, Kannada and Kannada","He practices at Grover, Chatterjee and Kulkarni, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Aarna,Female
1575,Madhup Gole,"Madhup Gole has 28 years of experience in Labor Law, Labor Law, and Banking and Finance Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 293.7921439734569 USD per hour,He takes 76.35479341031287 Avg Days for Disposal,"He speaks: Odia, Kannada and Odia","He practices at Jayaraman, Batta and Sidhu, and is based in Bangalore",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Madhup,Male
1576,Madhup Bhalla,"Madhup Bhalla has 6 years of experience in Banking and Finance Law, Banking and Finance Law, and Immigration Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is District Court,He charges 71.00816895467318 USD per hour,He takes 87.59804790603094 Avg Days for Disposal,"He speaks: Hindi, Assamese and Punjabi","He practices at Bhandari, Tak and Srinivas, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.,Madhup,Male
