,Lawyer Names,0,1,2,3,4,5,6,7,8,Gender
1534,Saksham Srinivas,"Saksham Srinivas has 7 years of experience in Tax Law, Consumer Protection Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 215.7329604450693 USD per hour,He takes 34.67452062857334 Avg Days for Disposal,"He speaks: Tamil, Kannada and Gujarati","He practices at Divan, Butala and Bassi, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1535,Saksham Trivedi,"Saksham Trivedi has 17 years of experience in Real Estate Law, Environmental Law, and Corporate Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 163.51377523482668 USD per hour,He takes 95.6589488901334 Avg Days for Disposal,"He speaks: Odia, Tamil and Odia","He practices at Mahajan Ltd, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
1536,Saksham Yadav,"Saksham Yadav has 21 years of experience in Constitutional Law, Criminal Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 63.871078414716614 USD per hour,He takes 67.73092812120521 Avg Days for Disposal,"He speaks: Punjabi, Urdu and Assamese","He practices at Doshi, Edwin and Dara, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.,Male
1537,Samaira Bir,"Samaira Bir has 3 years of experience in Criminal Law, Immigration Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 354.92503194481736 USD per hour,He takes 87.92497076975434 Avg Days for Disposal,"He speaks: Bengali, Telugu and Malayalam","He practices at Saha-Sidhu, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Female
1538,Samaira Chawla,"Samaira Chawla has 29 years of experience in Labor Law, Civil Law, and Tax Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 198.19457486712693 USD per hour,He takes 48.392775900991246 Avg Days for Disposal,"He speaks: Assamese, Urdu and Hindi","He practices at Randhawa Inc, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
1539,Samaira Lata,"Samaira Lata has 25 years of experience in Real Estate Law, Media and Entertainment Law, and Labor Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 201.61486088453552 USD per hour,He takes 82.69985515677605 Avg Days for Disposal,"He speaks: Odia, Punjabi and Bengali","He practices at Taneja-Bhavsar, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Individuals.,Female
1540,Samaira Sampath,"Samaira Sampath has 8 years of experience in Real Estate Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 161.56960241261322 USD per hour,He takes 79.73339396870726 Avg Days for Disposal,"He speaks: Malayalam, Bengali and Urdu","He practices at Bakshi Group, and is based in Kolkata",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Female
1541,Samaira Shanker,"Samaira Shanker has 6 years of experience in Civil Law, Media and Entertainment Law, and Constitutional Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 83.49278829733205 USD per hour,He takes 55.88068453190701 Avg Days for Disposal,"He speaks: Odia, Kannada and Telugu","He practices at Rastogi, Sodhi and Thaman, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Female
1542,Samaira Sundaram,"Samaira Sundaram has 5 years of experience in Family Law, Environmental Law, and Corporate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 300.8411351015639 USD per hour,He takes 111.7041621958047 Avg Days for Disposal,"He speaks: Bengali, Assamese and Hindi","He practices at Chand-Jha, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Individuals.,Female
1543,Samaira Vyas,"Samaira Vyas has 26 years of experience in Constitutional Law, Tax Law, and Corporate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 412.65102613858437 USD per hour,He takes 86.59586300793113 Avg Days for Disposal,"He speaks: Malayalam, Malayalam and Punjabi","He practices at Kadakia-Mann, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Female
1544,Samaira Yadav,"Samaira Yadav has 3 years of experience in Real Estate Law, Civil Law, and Human Rights Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 398.60282173180923 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Malayalam and Kannada","He practices at Venkatesh, Rao and Hegde, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Female
1545,Samar Bail,"Samar Bail has 20 years of experience in Real Estate Law, Intellectual Property Law, and Media and Entertainment Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 110.98259310233931 USD per hour,He takes 111.2918352119676 Avg Days for Disposal,"He speaks: Tamil, Bengali and Kannada","He practices at Mandal, Kade and Guha, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Male
1546,Samar Bhatnagar,"Samar Bhatnagar has 2 years of experience in Media and Entertainment Law, Constitutional Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 267.090620717628 USD per hour,He takes 101.16879597709695 Avg Days for Disposal,"He speaks: Punjabi, Odia and Assamese","He practices at Sura, Chowdhury and Shere, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1547,Samar Chandran,"Samar Chandran has 18 years of experience in Criminal Law, Intellectual Property Law, and Banking and Finance Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 441.8587275521509 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Bengali and Punjabi","He practices at Dugal Group, and is based in Chennai",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.,Male
1548,Samar Chaudhari,"Samar Chaudhari has 7 years of experience in Intellectual Property Law, Tax Law, and Real Estate Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 494.19503866585245 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Odia, Assamese and Tamil","He practices at Cheema Group, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1549,Samar Garde,"Samar Garde has 8 years of experience in Corporate Law, Family Law, and Civil Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 436.8865125582801 USD per hour,He takes 73.2310858794489 Avg Days for Disposal,"He speaks: Marathi, Malayalam and Marathi","He practices at Seth-Grewal, and is based in Mumbai",He does not provide pro bono services to the community,His Client Demographics is Individuals.,Male
1550,Samar Garg,"Samar Garg has 20 years of experience in Constitutional Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 443.0261560591487 USD per hour,He takes 92.23170952210958 Avg Days for Disposal,"He speaks: Punjabi, Assamese and Assamese","He practices at Sidhu, Khanna and Khanna, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Individuals.,Male
1551,Samar Kothari,"Samar Kothari has 24 years of experience in Intellectual Property Law, Banking and Finance Law, and Intellectual Property Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 353.80844862998885 USD per hour,He takes 90.0269230931716 Avg Days for Disposal,"He speaks: Marathi, Kannada and Marathi","He practices at Bakshi, Atwal and Venkataraman, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
1552,Samar Kurian,"Samar Kurian has 28 years of experience in Tax Law, Human Rights Law, and Criminal Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is High Court,He charges 154.1069209400677 USD per hour,He takes 98.55730996295361 Avg Days for Disposal,"He speaks: Kannada, Malayalam and Telugu","He practices at Wason LLC, and is based in Bangalore",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1553,Samar Lanka,"Samar Lanka has 15 years of experience in Constitutional Law, Consumer Protection Law, and Criminal Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is District Court,He charges 297.3300354977157 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Assamese, Gujarati and Assamese","He practices at Tara, Banik and Kakar, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
1554,Samar Roy,"Samar Roy has 8 years of experience in Human Rights Law, Consumer Protection Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 395.6402202883999 USD per hour,He takes 85.94598593454167 Avg Days for Disposal,"He speaks: Malayalam, Kannada and Gujarati","He practices at Divan, Biswas and Bahl, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.,Male
1555,Samar Sarin,"Samar Sarin has 4 years of experience in Immigration Law, Real Estate Law, and Labor Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 187.3465385579866 USD per hour,He takes 94.03218534618232 Avg Days for Disposal,"He speaks: Assamese, Gujarati and Hindi","He practices at Badal-Borra, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Individuals.,Male
1556,Samarth Bhatt,"Samarth Bhatt has 14 years of experience in Intellectual Property Law, Intellectual Property Law, and Consumer Protection Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 163.74463697802383 USD per hour,He takes 109.66743444905424 Avg Days for Disposal,"He speaks: Odia, Malayalam and Assamese","He practices at Sami Ltd, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
1557,Samarth Das,"Samarth Das has 24 years of experience in Banking and Finance Law, Intellectual Property Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 361.33875867238 USD per hour,He takes 77.38842165152062 Avg Days for Disposal,"He speaks: Malayalam, Malayalam and Gujarati","He practices at Raval, Thaman and Rama, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.,Male
1558,Samarth De,"Samarth De has 5 years of experience in Corporate Law, Intellectual Property Law, and Tax Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 184.40247082439737 USD per hour,He takes 73.42837989537725 Avg Days for Disposal,"He speaks: Kannada, Malayalam and Malayalam","He practices at Kant Inc, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Individuals.,Male
1559,Samarth Din,"Samarth Din has 2 years of experience in Consumer Protection Law, Real Estate Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 79.65147426438772 USD per hour,He takes 94.74101804594926 Avg Days for Disposal,"He speaks: Kannada, Assamese and Tamil","He practices at Karpe-Chowdhury, and is based in Mumbai",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.,Male
