Lawyer Names,0,1,2,3,4,5,6,7,8
Rati Dhillon,"Rati Dhillon has 20 years of experience in Banking and Finance Law, Constitutional Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 260.5367581853719 USD per hour,He takes 98.03188121114451 Avg Days for Disposal,"He speaks: Kannada, Punjabi and Hindi","He practices at Mani-Lata, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Vritika Tiwari,"Vritika Tiwari has 5 years of experience in Corporate Law, Intellectual Property Law, and Family Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 340.9795101458999 USD per hour,He takes 108.13515298351496 Avg Days for Disposal,"He speaks: Gujarati, Punjabi and Punjabi","He practices at Sami, Deol and Dey, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Vritika Luthra,"Vritika Luthra has 5 years of experience in Constitutional Law, Immigration Law, and Criminal Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 423.5147076326336 USD per hour,He takes 63.30187337687749 Avg Days for Disposal,"He speaks: Kannada, Punjabi and Marathi","He practices at Soman, Karpe and Loke, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Aarna Doctor,"Aarna Doctor has 6 years of experience in Immigration Law, Intellectual Property Law, and Environmental Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is District Court,He charges 72.17314411224716 USD per hour,He takes 105.96256053511566 Avg Days for Disposal,"He speaks: Marathi, Malayalam and Punjabi","He practices at Chadha, Chandran and Bobal, and is based in Chennai",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Hrishita Sur,"Hrishita Sur has 9 years of experience in Media and Entertainment Law, Immigration Law, and Labor Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Specialized Court,He charges 433.5974985388429 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Telugu, Assamese and Malayalam","He practices at Badal Ltd, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Vritika Hayre,"Vritika Hayre has 2 years of experience in Tax Law, Constitutional Law, and Labor Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 296.78042153386025 USD per hour,He takes 83.22538366234579 Avg Days for Disposal,"He speaks: Gujarati, Bengali and Tamil","He practices at Dora and Sons, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Romil Arya,"Romil Arya has 21 years of experience in Civil Law, Criminal Law, and Civil Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 138.79128675922698 USD per hour,He takes 118.42722918163454 Avg Days for Disposal,"He speaks: Bengali, Punjabi and Odia","He practices at Manne and Sons, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Sana Sachdev,"Sana Sachdev has 12 years of experience in Real Estate Law, Media and Entertainment Law, and Tax Law",He has a Client Feedback of 1.0 out of 5.0,His Jurisdiction is High Court,He charges 192.764847402365 USD per hour,He takes 86.0525809191026 Avg Days for Disposal,"He speaks: Tamil, Gujarati and Tamil","He practices at Ramachandran, Ravel and Bala, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Elakshi Chadha,"Elakshi Chadha has 3 years of experience in Real Estate Law, Environmental Law, and Corporate Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 176.86829828820234 USD per hour,He takes 69.4138539365804 Avg Days for Disposal,"He speaks: Gujarati, Odia and Malayalam","He practices at Bhatt-Garde, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Anaya Ravel,"Anaya Ravel has 20 years of experience in Constitutional Law, Civil Law, and Human Rights Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 288.88656542981414 USD per hour,He takes 85.41551336389807 Avg Days for Disposal,"He speaks: Hindi, Tamil and Telugu","He practices at Chaudhary-Sarraf, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Nishith Bakshi,"Nishith Bakshi has 26 years of experience in Banking and Finance Law, Medical Law, and Medical Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 73.25855596000932 USD per hour,He takes 105.72305951512914 Avg Days for Disposal,"He speaks: Marathi, Kannada and Malayalam","He practices at Chandran-Hayer, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Sana Din,"Sana Din has 22 years of experience in Constitutional Law, Tax Law, and Immigration Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 121.34127132496559 USD per hour,He takes 77.42735276502702 Avg Days for Disposal,"He speaks: Bengali, Tamil and Marathi","He practices at Desai Inc, and is based in Bangalore",She provides pro bono services to the community,Her Client Demographics is Individuals.
Shray Roy,"Shray Roy has 12 years of experience in Family Law, Tax Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 415.7118695191021 USD per hour,He takes 80.9949201149027 Avg Days for Disposal,"He speaks: Urdu, Gujarati and Punjabi","He practices at Lata, Mangal and Sawhney, and is based in Delhi",She does not provide pro bono services to the community,Her Client Demographics is Small Businesses.
Shray Sampath,"Shray Sampath has 24 years of experience in Banking and Finance Law, Media and Entertainment Law, and Real Estate Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is District Court,He charges 109.67179583606497 USD per hour,He takes 98.90309148439786 Avg Days for Disposal,"He speaks: Assamese, Gujarati and Gujarati","He practices at Varkey, Maharaj and Sem, and is based in Chennai",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Samiha Wali,"Samiha Wali has 17 years of experience in Family Law, Environmental Law, and Media and Entertainment Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 155.02832125615714 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Hindi, Odia and Hindi","He practices at Vyas-Mammen, and is based in Hyderabad",She provides pro bono services to the community,Her Client Demographics is Large Corporations.
Hunar Balasubramanian,"Hunar Balasubramanian has 10 years of experience in Corporate Law, Family Law, and Civil Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is District Court,He charges 254.0167725218708 USD per hour,He takes 98.76934428730111 Avg Days for Disposal,"He speaks: Gujarati, Telugu and Malayalam","He practices at Wagle, Mahal and Yogi, and is based in Hyderabad",He does not provide pro bono services to the community,His Client Demographics is Small Businesses.
Eshani Agate,"Eshani Agate has 24 years of experience in Medical Law, Medical Law, and Banking and Finance Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 282.7043996509987 USD per hour,He takes 93.56744311137504 Avg Days for Disposal,"He speaks: Telugu, Hindi and Urdu","He practices at Kulkarni-Rau, and is based in Delhi",She provides pro bono services to the community,Her Client Demographics is Individuals.
Anaya Agate,"Anaya Agate has 27 years of experience in Consumer Protection Law, Banking and Finance Law, and Labor Law",He has a Client Feedback of 4.0 out of 5.0,His Jurisdiction is High Court,He charges 393.62471582637136 USD per hour,He takes 97.1943797932736 Avg Days for Disposal,"He speaks: Assamese, Bengali and Kannada","He practices at Chaudhuri Ltd, and is based in Delhi",He provides pro bono services to the community,His Client Demographics is Small Businesses.
Diya Verma,"Diya Verma has 14 years of experience in Consumer Protection Law, Labor Law, and Consumer Protection Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is District Court,He charges 251.2995919997845 USD per hour,He takes 83.51548221285688 Avg Days for Disposal,"He speaks: Hindi, Assamese and Hindi","He practices at Gola-Rama, and is based in Mumbai",He provides pro bono services to the community,His Client Demographics is Large Corporations.
Rhea Mandal,"Rhea Mandal has 23 years of experience in Corporate Law, Criminal Law, and Family Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 405.43907946599245 USD per hour,He takes 93.47596413045589 Avg Days for Disposal,"He speaks: Kannada, Urdu and Kannada","He practices at Maharaj-Apte, and is based in Kolkata",She provides pro bono services to the community,Her Client Demographics is Small Businesses.
Adah Sami,"Adah Sami has 17 years of experience in Criminal Law, Environmental Law, and Human Rights Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is High Court,He charges 328.25583817045583 USD per hour,He takes 76.089404914561 Avg Days for Disposal,"He speaks: Gujarati, Punjabi and Gujarati","He practices at Krishnan, Kohli and Mahajan, and is based in Hyderabad",She does not provide pro bono services to the community,Her Client Demographics is Large Corporations.
Aayush Bala,"Aayush Bala has 18 years of experience in Medical Law, Media and Entertainment Law, and Constitutional Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is High Court,He charges 100.8948827407201 USD per hour,He takes 109.32650433755083 Avg Days for Disposal,"He speaks: Bengali, Punjabi and Hindi","He practices at Kashyap-Gulati, and is based in Kolkata",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Tara Suri,"Tara Suri has 19 years of experience in Banking and Finance Law, Tax Law, and Media and Entertainment Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 120.34914727677736 USD per hour,He takes 80.4858792477403 Avg Days for Disposal,"He speaks: Gujarati, Assamese and Odia","He practices at Goel and Sons, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Individuals.
Tejas Gaba,"Tejas Gaba has 17 years of experience in Corporate Law, Intellectual Property Law, and Medical Law",He has a Client Feedback of 2.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 246.66517645239688 USD per hour,He takes 106.93271231324084 Avg Days for Disposal,"He speaks: Telugu, Odia and Malayalam","He practices at Chaudhari-Gandhi, and is based in Delhi",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Mannat Chakrabarti,"Mannat Chakrabarti has 14 years of experience in Intellectual Property Law, Labor Law, and Labor Law",He has a Client Feedback of N/A out of 5.0,His Jurisdiction is Supreme Court,He charges 228.6002268900678 USD per hour,He takes N/A Avg Days for Disposal,"He speaks: Odia, Telugu and Telugu","He practices at Varghese Group, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Individuals.
Rati Krishnan,"Rati Krishnan has 9 years of experience in Constitutional Law, Criminal Law, and Tax Law",He has a Client Feedback of 3.0 out of 5.0,His Jurisdiction is Supreme Court,He charges 384.5949213367826 USD per hour,He takes 93.02998516135982 Avg Days for Disposal,"He speaks: Kannada, Punjabi and Bengali","He practices at Srinivas, Tara and Gour, and is based in Chennai",He does not provide pro bono services to the community,His Client Demographics is Large Corporations.
Umang Singh,"Umang Singh has 8 years of experience in Human Rights Law, Real Estate Law, and Banking and Finance Law",He has a Client Feedback of 5.0 out of 5.0,His Jurisdiction is Specialized Court,He charges 311.33171290880836 USD per hour,He takes 82.57553173663949 Avg Days for Disposal,"He speaks: Tamil, Bengali and Gujarati","He practices at Apte-Sanghvi, and is based in Hyderabad",He provides pro bono services to the community,His Client Demographics is Large Corporations.
